,predicate,subject,object,score
2567,4119,11991,3939,0.0
2568,2335,11991,10068,0.0
2569,6295,11991,2596,0.0
2570,2397,11991,11174,0.0
2571,5914,11991,5491,0.0
2572,2052,11991,4852,0.0
2573,10907,11991,7065,0.0
2574,5035,11991,9857,0.0
2575,10048,11991,5417,0.0
2576,3416,11991,8472,0.0
2577,7418,11991,6423,0.0
2578,8191,11991,7320,0.0
2579,8868,11991,11407,0.0
2580,7459,11991,3115,0.0
2581,6316,11991,6433,0.0
2582,4491,11991,8309,0.0
2583,4740,11991,7956,0.0
2584,3475,11991,3019,0.0
2585,1553,11991,5876,0.0
2586,9138,11991,9211,0.0
2587,7669,11991,2197,0.0
2588,3098,11991,8559,0.0
2589,3160,11991,6271,0.0
2590,10081,11991,9131,0.0
2591,6997,11991,6340,0.0
2592,4143,11991,5592,0.0
2593,8133,11991,2699,0.0
2594,8850,11991,8184,0.0
2595,11260,11991,9289,0.0
2596,4713,11991,8087,0.0
2597,7862,11991,10790,0.0
2598,7205,11991,3317,0.0
2599,2184,11991,8144,0.0
2600,6198,11991,4372,0.0
2601,7462,11991,11085,0.0
2602,9389,11991,8671,0.0
2603,7164,11991,3878,0.0
2604,3495,11991,6008,0.0
2605,11694,11991,7146,0.0
2606,9301,11991,9771,0.0
2607,5973,11991,10312,0.0
2608,2699,11991,10356,0.0
2609,1862,11991,8129,0.0
2610,6433,11991,5570,0.0
2611,6358,11991,10527,0.0
2612,4295,11991,5343,0.0
2613,9054,11991,11023,0.0
2614,11394,11991,9670,0.0
2615,8248,11991,7927,0.0
2616,2876,11991,7802,0.0
2617,7998,11991,2874,0.0
2618,7954,11991,3696,0.0
2619,9940,11991,2613,0.0
2620,10003,11991,5309,0.0
2621,5127,11991,10506,0.0
2622,2674,11991,1991,0.0
2623,1807,11991,11852,0.0
2624,5699,11991,9739,0.0
2625,11849,11991,11928,0.0
2626,1678,11991,2777,0.0
2627,7799,11991,10531,0.0
2628,9373,11991,2251,0.0
2629,7561,11991,3969,0.0
2630,7634,11991,11504,0.0
2631,9848,11991,5100,0.0
2632,9504,11991,11445,0.0
2633,3107,11991,11697,0.0
2634,4105,11991,10733,0.0
2635,5865,11991,9210,0.0
2636,2839,11991,6966,0.0
2637,5481,11991,6126,0.0
2638,6780,11991,10939,0.0
2639,8226,11991,4437,0.0
2640,9804,11991,11704,0.0
2641,10720,11991,8630,0.0
2642,3989,11991,9156,0.0
2643,3047,11991,5967,0.0
2644,6017,11991,4731,0.0
2645,5216,11991,9273,0.0
2646,3849,11991,4316,0.0
2647,4804,11991,2269,0.0
2648,10293,11991,7346,0.0
2649,9845,11991,5699,0.0
2650,3131,11991,10977,0.0
2651,2522,11991,10645,0.0
2652,4434,11991,10577,0.0
2653,3580,11991,3400,0.0
2654,7608,11991,3226,0.0
2655,5068,11991,2435,0.0
2656,4549,11991,7517,0.0
2657,10927,11991,2536,0.0
2658,2916,11991,5081,0.0
2659,3549,11991,7464,0.0
2660,8740,11991,11782,0.0
2661,8094,11991,11050,0.0
2662,2920,11991,6614,0.0
2663,7190,11991,2435,0.0
2664,6196,11991,11697,0.0
2665,5012,11991,6730,0.0
2666,3974,11991,9904,0.0
2667,3539,11991,3926,0.0
2668,3767,11991,5415,0.0
2669,9525,11991,3226,0.0
2670,7026,11991,4591,0.0
2671,5526,11991,6323,0.0
2672,7877,11991,9622,0.0
2673,8008,11991,11482,0.0
2674,3468,11991,1594,0.0
2675,1588,11991,9878,0.0
2676,5378,11991,6895,0.0
2677,5990,11991,4584,0.0
2678,2073,11991,8013,0.0
2679,11286,11991,2283,0.0
2680,3626,11991,2080,0.0
2681,9452,11991,6557,0.0
2682,7611,11991,2198,0.0
2683,4525,11991,9866,0.0
2684,8763,11991,5205,0.0
2685,10284,11991,5230,0.0
2686,8619,11991,8196,0.0
2687,3959,11991,6582,0.0
2688,4700,11991,2217,0.0
2689,8742,11991,9856,0.0
2690,6450,11991,6049,0.0
2691,11673,11991,11211,0.0
2692,4263,11991,4501,0.0
2693,11079,11991,5628,0.0
2694,8723,11991,5732,0.0
2695,10846,11991,4941,0.0
2696,8674,11991,9531,0.0
2697,7931,11991,11056,0.0
2698,11913,11991,3286,0.0
2699,3552,11991,4816,0.0
2700,5212,11991,9182,0.0
2701,7020,11991,11394,0.0
2702,1589,11991,4680,0.0
2703,10066,11991,3537,0.0
2704,6898,11991,4384,0.0
2705,1562,11991,6991,0.0
2706,10834,11991,4176,0.0
2707,11601,11991,4940,0.0
2708,6432,11991,4382,0.0
2709,4458,11991,7093,0.0
2710,2735,11991,8391,0.0
2711,9603,11991,2624,0.0
2712,3694,11991,11097,0.0
2713,6665,11991,11940,0.0
2714,5407,11991,5659,0.0
2715,9089,11991,9448,0.0
2716,10792,11991,7337,0.0
2717,9142,11991,8731,0.0
2718,10956,11991,10525,0.0
2719,5864,11991,3966,0.0
2720,11112,11991,3196,0.0
2721,2453,11991,6189,0.0
2722,8904,11991,7943,0.0
2723,5034,11991,3718,0.0
2724,2977,11991,5823,0.0
2725,4951,11991,4974,0.0
2726,8612,11991,6099,0.0
2727,11685,11991,5062,0.0
2728,8978,11991,11730,0.0
2729,6961,11991,7946,0.0
2730,3399,11991,3395,0.0
2731,3525,11991,8230,0.0
2732,8561,11991,7964,0.0
2733,5349,11991,6074,0.0
2734,9060,11991,8175,0.0
2735,7512,11991,3790,0.0
2736,1517,11991,2202,0.0
2737,10220,11991,6548,0.0
2738,2624,11991,5402,0.0
2739,5721,11991,7348,0.0
2740,11011,11991,5077,0.0
2741,5781,11991,7785,0.0
2742,4585,11991,7220,0.0
2743,7152,11991,8300,0.0
2744,7314,11991,3820,0.0
2745,2205,11991,6216,0.0
2746,2367,11991,4455,0.0
2747,2346,11991,3005,0.0
2748,5194,11991,1780,0.0
2749,6994,11991,8311,0.0
2750,6828,11991,3478,0.0
2751,10967,11991,4344,0.0
2752,10704,11991,5565,0.0
2753,4811,11991,3372,0.0
2754,7007,11991,3282,0.0
2755,5432,11991,8826,0.0
2756,7796,11991,6857,0.0
2757,6294,11991,10106,0.0
2758,8665,11991,1772,0.0
2759,4689,11991,4584,0.0
2760,4948,11991,7690,0.0
2761,9898,11991,5534,0.0
2762,7308,11991,4638,0.0
2763,3209,11991,2509,0.0
2764,4174,11991,11981,0.0
2765,6408,11991,4159,0.0
2766,8521,11991,7229,0.0
2767,9209,11991,2947,0.0
2768,8547,11991,2180,0.0
2769,11246,11991,1843,0.0
2770,9645,11991,8186,0.0
2771,6584,11991,10901,0.0
2772,10887,11991,10307,0.0
2773,3800,11991,10888,0.0
2774,6819,11991,3999,0.0
2775,7242,11991,10625,0.0
2776,2433,11991,7180,0.0
2777,6932,11991,9972,0.0
2778,10231,11991,10678,0.0
2779,11886,11991,10642,0.0
2780,7722,11991,10925,0.0
2781,3165,11991,9913,0.0
2782,6699,11991,6286,0.0
2783,2774,11991,8926,0.0
2784,9921,11991,6257,0.0
2785,11600,11991,8486,0.0
2786,3392,11991,9228,0.0
2787,8780,11991,2057,0.0
2788,2467,11991,9572,0.0
2789,10793,11991,10846,0.0
2790,4654,11991,7659,0.0
2791,3991,11991,11273,0.0
2792,4548,11991,9435,0.0
2793,6152,11991,8510,0.0
2794,9485,11991,4629,0.0
2795,4721,11991,4878,0.0
2796,7851,11991,9522,0.0
2797,3219,11991,5754,0.0
2798,10258,11991,4767,0.0
2799,6103,11991,2123,0.0
2800,6478,11991,11142,0.0
2801,4210,11991,3570,0.0
2802,11347,11991,1927,0.0
2803,8054,11991,3838,0.0
2804,9811,11991,10390,0.0
2805,7915,11991,2552,0.0
2806,5202,11991,4120,0.0
2807,5256,11991,8092,0.0
2808,6022,11991,11598,0.0
2809,10600,11991,11878,0.0
2810,8540,11991,6415,0.0
2811,3300,11991,4342,0.0
2812,8466,11991,2777,0.0
2813,9290,11991,3603,0.0
2814,2162,11991,4204,0.0
2815,10833,11991,7129,0.0
2816,9411,11991,1736,0.0
2817,6057,11991,11888,0.0
2818,11019,11991,7918,0.0
2819,8577,11991,7927,0.0
2820,4347,11991,4617,0.0
2821,8797,11991,4903,0.0
2822,3793,11991,8411,0.0
2823,9623,11991,8364,0.0
2824,8404,11991,7691,0.0
2825,5172,11991,6490,0.0
2826,11556,11991,7845,0.0
2827,9045,11991,9434,0.0
2828,2664,11991,9505,0.0
2829,11482,11991,3867,0.0
2830,9915,11991,6484,0.0
2831,4222,11991,4953,0.0
2832,4320,11991,7860,0.0
2833,3957,11991,2572,0.0
2834,8297,11991,6938,0.0
2835,9086,11991,10451,0.0
2836,2927,11991,8343,0.0
2837,6842,11991,8742,0.0
2838,1567,11991,7470,0.0
2839,5329,11991,1849,0.0
2840,8012,11991,11954,0.0
2841,8627,11991,4407,0.0
2842,1928,11991,1793,0.0
2843,7657,11991,3271,0.0
2844,2605,11991,6491,0.0
2845,9048,11991,8636,0.0
2846,7734,11991,2296,0.0
2847,11905,11991,11674,0.0
2848,7085,11991,3189,0.0
2849,1979,11991,7098,0.0
2850,3347,11991,10540,0.0
2851,10821,11991,3225,0.0
2852,7394,11991,8548,0.0
2853,11080,11991,7246,0.0
2854,5662,11991,2664,0.0
2855,3609,11991,9467,0.0
2856,10203,11991,4161,0.0
2857,6680,11991,8183,0.0
2858,5873,11991,3822,0.0
2859,6220,11991,4074,0.0
2860,3286,11991,4268,0.0
2861,8387,11991,11841,0.0
2862,10389,11991,8589,0.0
2863,8970,11991,1866,0.0
2864,2425,11991,10419,0.0
2865,3604,11991,9683,0.0
2866,4091,11991,7702,0.0
2867,10326,11991,10767,0.0
2868,11709,11991,4024,0.0
2869,2444,11991,8807,0.0
2870,2179,11991,2161,0.0
2871,1995,11991,11853,0.0
2872,8695,11991,9296,0.0
2873,11915,11991,7444,0.0
2874,10217,11991,10262,0.0
2875,9004,11991,5854,0.0
2876,8878,11991,9385,0.0
2877,3725,11991,6637,0.0
2878,6091,11991,5600,0.0
2879,1920,11991,5574,0.0
2880,11896,11991,2108,0.0
2881,10712,11991,10697,0.0
2882,9388,11991,5703,0.0
2883,3724,11991,3101,0.0
2884,3007,11991,6817,0.0
2885,3830,11991,7462,0.0
2886,6850,11991,8739,0.0
2887,7284,11991,2282,0.0
2888,9198,11991,8812,0.0
2889,6729,11991,8704,0.0
2890,1956,11991,2695,0.0
2891,6039,11991,9053,0.0
2892,1587,11991,2807,0.0
2893,6739,11991,3627,0.0
2894,5405,11991,11955,0.0
2895,1982,11991,6141,0.0
2896,1864,11991,7504,0.0
2897,6184,11991,11683,0.0
2898,1852,11991,3834,0.0
2899,9334,11991,6723,0.0
2900,5720,11991,10586,0.0
2901,10932,11991,10372,0.0
2902,10363,11991,8755,0.0
2903,7172,11991,7377,0.0
2904,10095,11991,5092,0.0
2905,4413,11991,11580,0.0
2906,1996,11991,8328,0.0
2907,6361,11991,1634,0.0
2908,8262,11991,9609,0.0
2909,2494,11991,11600,0.0
2910,4544,11991,7591,0.0
2911,2023,11991,7881,0.0
2912,2370,11991,7270,0.0
2913,8270,11991,7566,0.0
2914,3212,11991,9346,0.0
2915,10465,11991,7225,0.0
2916,4946,11991,2154,0.0
2917,10042,11991,11288,0.0
2918,8478,11991,9206,0.0
2919,3966,11991,8536,0.0
2920,10089,11991,3590,0.0
2921,9795,11991,10451,0.0
2922,1851,11991,10933,0.0
2923,1994,11991,11962,0.0
2924,2954,11991,3079,0.0
2925,5693,11991,11388,0.0
2926,9820,11991,2403,0.0
2927,11035,11991,6647,0.0
2928,7798,11991,6907,0.0
2929,3324,11991,7968,0.0
2930,11211,11991,4791,0.0
2931,10033,11991,10940,0.0
2932,9491,11991,8071,0.0
2933,4959,11991,9851,0.0
2934,4100,11991,6152,0.0
2935,6748,11991,11420,0.0
2936,7922,11991,8006,0.0
2937,8636,11991,11065,0.0
2938,9535,11991,11046,0.0
2939,3785,11991,1772,0.0
2940,8106,11991,8110,0.0
2941,8953,11991,3672,0.0
2942,8902,11991,8453,0.0
2943,11712,11991,9804,0.0
2944,9608,11991,2615,0.0
2945,3454,11991,2422,0.0
2946,9247,11991,10919,0.0
2947,8199,11991,9887,0.0
2948,3070,11991,2192,0.0
2949,3972,11991,10028,0.0
2950,10483,11991,5447,0.0
2951,3439,11991,5545,0.0
2952,5842,11991,6839,0.0
2953,3478,11991,4930,0.0
2954,6797,11991,7802,0.0
2955,11514,11991,8764,0.0
2956,4275,11991,4049,0.0
2957,6127,11991,3917,0.0
2958,2749,11991,8418,0.0
2959,9803,11991,10434,0.0
2960,4523,11991,8837,0.0
2961,7968,11991,7393,0.0
2962,4372,11991,3076,0.0
2963,7403,11991,11736,0.0
2964,10379,11991,8561,0.0
2965,3308,11991,3492,0.0
2966,11191,11991,1801,0.0
2967,5809,11991,3550,0.0
2968,11975,11991,2286,0.0
2969,2556,11991,2973,0.0
2970,2700,11991,2152,0.0
2971,9666,11991,5549,0.0
2972,7474,11991,1599,0.0
2973,11083,11991,9159,0.0
2974,4691,11991,2571,0.0
2975,10943,11991,9922,0.0
2976,10474,11991,10744,0.0
2977,8156,11991,3739,0.0
2978,9380,11991,10687,0.0
2979,9101,11991,2574,0.0
2980,5306,11991,8977,0.0
2981,5548,11991,7939,0.0
2982,8512,11991,4248,0.0
2983,6072,11991,4031,0.0
2984,8733,11991,5344,0.0
2985,10659,11991,10404,0.0
2986,3837,11991,4553,0.0
2987,9023,11991,6084,0.0
2988,10087,11991,9130,0.0
2989,6523,11991,3108,0.0
2990,7316,11991,6852,0.0
2991,2271,11991,3107,0.0
2992,1682,11991,11697,0.0
2993,10051,11991,3387,0.0
2994,11867,11991,8073,0.0
2995,4613,11991,2675,0.0
2996,3938,11991,3870,0.0
2997,4039,11991,4687,0.0
2998,11923,11991,10188,0.0
2999,6256,11991,6508,0.0
3000,7593,11991,11624,0.0
3001,5240,11991,2516,0.0
3002,7315,11991,10569,0.0
3003,8273,11991,7293,0.0
3004,2915,11991,10080,0.0
3005,7876,11991,2842,0.0
3006,8420,11991,4305,0.0
3007,11497,11991,6673,0.0
3008,3173,11991,3051,0.0
3009,9759,11991,4801,0.0
3010,11766,11991,10083,0.0
3011,4145,11991,5096,0.0
3012,10324,11991,11944,0.0
3013,3485,11991,4408,0.0
3014,7673,11991,8923,0.0
3015,4236,11991,8832,0.0
3016,8751,11991,9515,0.0
3017,5501,11991,4555,0.0
3018,6826,11991,1505,0.0
3019,8916,11991,10126,0.0
3020,2468,11991,5472,0.0
3021,4467,11991,5369,0.0
3022,11628,11991,10731,0.0
3023,2851,11991,5921,0.0
3024,4205,11991,7263,0.0
3025,6649,11991,7793,0.0
3026,11856,11991,5626,0.0
3027,5069,11991,10806,0.0
3028,9289,11991,7388,0.0
3029,8126,11991,8332,0.0
3030,1570,11991,3144,0.0
3031,1747,11991,3132,0.0
3032,5839,11991,4282,0.0
3033,7885,11991,4059,0.0
3034,3981,11991,10983,0.0
3035,2726,11991,5444,0.0
3036,11898,11991,7520,0.0
3037,7093,11991,10450,0.0
3038,8240,11991,2139,0.0
3039,5023,11991,1682,0.0
3040,6567,11991,10202,0.0
3041,10965,11991,9253,0.0
3042,1615,11991,4796,0.0
3043,6985,11991,3372,0.0
3044,7550,11991,5243,0.0
3045,3906,11991,11225,0.0
3046,7617,11991,1981,0.0
3047,8293,11991,6802,0.0
3048,3750,11991,6302,0.0
3049,2146,11991,10163,0.0
3050,10791,11991,4379,0.0
3051,7991,11991,9725,0.0
3052,4860,11991,7539,0.0
3053,1749,11991,3752,0.0
3054,9038,11991,11311,0.0
3055,5816,11991,6705,0.0
3056,4454,11991,5452,0.0
3057,7816,11991,4423,0.0
3058,8711,11991,2574,0.0
3059,11238,11991,6443,0.0
3060,10777,11991,7262,0.0
3061,8851,11991,6917,0.0
3062,10759,11991,10798,0.0
3063,10008,11991,10929,0.0
3064,9838,11991,4626,0.0
3065,10562,11991,3512,0.0
3066,9712,11991,9698,0.0
3067,11768,11991,2740,0.0
3068,8937,11991,2271,0.0
3069,7743,11991,10264,0.0
3070,2239,11991,4436,0.0
3071,4003,11991,8037,0.0
3072,11018,11991,7554,0.0
3073,5509,11991,3281,0.0
3074,5366,11991,4235,0.0
3075,11026,11991,10622,0.0
3076,11815,11991,11459,0.0
3077,2043,11991,7797,0.0
3078,9931,11991,7018,0.0
3079,5498,11991,1904,0.0
3080,4110,11991,1861,0.0
3081,9630,11991,9877,0.0
3082,5370,11991,8380,0.0
3083,6931,11991,6979,0.0
3084,3982,11991,4329,0.0
3085,4392,11991,2818,0.0
3086,5135,11991,5685,0.0
3087,6789,11991,3802,0.0
3088,10147,11991,3824,0.0
3089,8341,11991,11643,0.0
3090,2768,11991,6701,0.0
3091,6293,11991,7032,0.0
3092,10714,11991,11954,0.0
3093,6356,11991,7134,0.0
3094,11489,11991,3144,0.0
3095,4293,11991,3210,0.0
3096,7042,11991,7102,0.0
3097,3201,11991,11648,0.0
3098,11192,11991,2195,0.0
3099,5080,11991,8723,0.0
3100,11889,11991,5153,0.0
3101,11393,11991,5419,0.0
3102,3817,11991,5428,0.0
3103,11678,11991,7620,0.0
3104,6773,11991,5417,0.0
3105,3723,11991,3971,0.0
3106,4223,11991,3961,0.0
3107,7299,11991,8949,0.0
3108,7692,11991,11808,0.0
3109,11808,11991,9976,0.0
3110,3423,11991,3414,0.0
3111,4356,11991,8078,0.0
3112,2031,11991,11734,0.0
3113,5414,11991,10658,0.0
3114,4037,11991,6700,0.0
3115,2442,11991,7143,0.0
3116,11526,11991,10386,0.0
3117,5005,11991,10479,0.0
3118,2260,11991,6757,0.0
3119,9201,11991,4630,0.0
3120,6329,11991,4708,0.0
3121,4383,11991,4776,0.0
3122,11718,11991,8056,0.0
3123,9716,11991,9549,0.0
3124,4200,11991,9076,0.0
3125,11349,11991,1934,0.0
3126,6863,11991,3198,0.0
3127,3401,11991,4447,0.0
3128,3136,11991,6364,0.0
3129,10274,11991,10411,0.0
3130,7949,11991,11237,0.0
3131,1509,11991,4497,0.0
3132,7500,11991,7333,0.0
3133,1959,11991,6393,0.0
3134,8777,11991,9835,0.0
3135,8177,11991,4849,0.0
3136,10807,11991,10804,0.0
3137,2032,11991,5656,0.0
3138,6611,11991,10981,0.0
3139,7189,11991,11064,0.0
3140,6796,11991,9234,0.0
3141,1756,11991,5109,0.0
3142,3242,11991,8712,0.0
3143,3898,11991,8716,0.0
3144,2767,11991,6570,0.0
3145,2451,11991,10806,0.0
3146,9383,11991,3618,0.0
3147,3550,11991,11647,0.0
3148,9163,11991,9024,0.0
3149,3918,11991,11279,0.0
3150,10568,11991,6462,0.0
3151,7658,11991,1632,0.0
3152,9067,11991,7988,0.0
3153,10041,11991,3871,0.0
3154,2538,11991,6997,0.0
3155,6212,11991,5630,0.0
3156,3878,11991,4162,0.0
3157,11840,11991,8766,0.0
3158,4371,11991,2132,0.0
3159,6071,11991,9161,0.0
3160,11498,11991,3327,0.0
3161,4966,11991,10511,0.0
3162,11066,11991,7271,0.0
3163,6781,11991,4865,0.0
3164,8666,11991,9544,0.0
3165,2921,11991,11696,0.0
3166,3948,11991,9142,0.0
3167,3684,11991,6242,0.0
3168,8558,11991,9533,0.0
3169,11373,11991,10417,0.0
3170,5187,11991,4034,0.0
3171,9358,11991,2638,0.0
3172,4899,11991,11212,0.0
3173,6011,11991,4938,0.0
3174,2596,11991,11304,0.0
3175,9686,11991,3674,0.0
3176,5058,11991,2322,0.0
3177,4349,11991,2879,0.0
3178,2121,11991,8888,0.0
3179,2989,11991,5902,0.0
3180,3385,11991,3638,0.0
3181,5107,11991,7332,0.0
3182,3453,11991,7359,0.0
3183,8447,11991,2377,0.0
3184,6370,11991,3309,0.0
3185,2050,11991,11159,0.0
3186,11395,11991,10477,0.0
3187,3637,11991,9871,0.0
3188,4124,11991,10242,0.0
3189,11727,11991,11929,0.0
3190,5836,11991,3155,0.0
3191,3183,11991,11206,0.0
3192,4048,11991,10053,0.0
3193,7728,11991,8785,0.0
3194,7872,11991,5877,0.0
3195,11938,11991,11532,0.0
3196,2799,11991,10845,0.0
3197,8835,11991,2297,0.0
3198,5204,11991,3052,0.0
3199,4714,11991,5293,0.0
3200,4403,11991,6987,0.0
3201,7983,11991,7444,0.0
3202,7212,11991,7791,0.0
3203,2220,11991,4089,0.0
3204,9202,11991,4854,0.0
3205,5415,11991,4710,0.0
3206,11647,11991,7008,0.0
3207,9478,11991,1888,0.0
3208,3280,11991,2989,0.0
3209,1939,11991,4557,0.0
3210,3543,11991,11926,0.0
3211,3629,11991,6730,0.0
3212,1885,11991,11450,0.0
3213,2663,11991,2373,0.0
3214,2387,11991,5851,0.0
3215,3123,11991,2808,0.0
3216,8586,11991,2674,0.0
3217,7887,11991,10911,0.0
3218,7569,11991,7221,0.0
3219,2327,11991,5008,0.0
3220,7589,11991,7355,0.0
3221,10246,11991,6826,0.0
3222,10506,11991,3726,0.0
3223,9445,11991,3359,0.0
3224,5789,11991,5177,0.0
3225,4154,11991,8227,0.0
3226,2691,11991,4111,0.0
3227,11081,11991,5340,0.0
3228,8969,11991,8051,0.0
3229,9112,11991,2265,0.0
3230,6195,11991,9920,0.0
3231,3802,11991,2926,0.0
3232,4527,11991,6489,0.0
3233,9528,11991,1761,0.0
3234,10667,11991,9943,0.0
3235,11300,11991,6524,0.0
3236,3578,11991,6873,0.0
3237,8224,11991,3513,0.0
3238,5062,11991,2820,0.0
3239,3026,11991,9173,0.0
3240,9594,11991,8139,0.0
3241,3572,11991,4801,0.0
3242,1559,11991,3600,0.0
3243,5949,11991,2299,0.0
3244,5894,11991,9207,0.0
3245,6381,11991,10461,0.0
3246,9541,11991,4118,0.0
3247,3616,11991,9641,0.0
3248,10113,11991,10950,0.0
3249,6968,11991,8509,0.0
3250,8562,11991,3384,0.0
3251,4853,11991,10190,0.0
3252,7914,11991,11572,0.0
3253,2222,11991,7104,0.0
3254,2272,11991,8615,0.0
3255,9144,11991,11401,0.0
3256,2495,11991,8188,0.0
3257,5581,11991,11926,0.0
3258,11610,11991,6578,0.0
3259,9135,11991,11129,0.0
3260,7411,11991,6822,0.0
3261,3577,11991,7537,0.0
3262,10556,11991,9185,0.0
3263,8332,11991,7409,0.0
3264,8409,11991,8123,0.0
3265,5520,11991,5650,0.0
3266,9121,11991,6998,0.0
3267,1598,11991,3455,0.0
3268,5877,11991,10508,0.0
3269,2777,11991,4084,0.0
3270,9629,11991,10455,0.0
3271,4010,11991,3757,0.0
3272,6418,11991,8628,0.0
3273,10767,11991,4862,0.0
3274,5385,11991,10364,0.0
3275,10592,11991,7561,0.0
3276,9572,11991,3497,0.0
3277,6492,11991,1759,0.0
3278,4313,11991,10529,0.0
3279,4623,11991,6316,0.0
3280,11555,11991,1728,0.0
3281,9781,11991,4263,0.0
3282,2163,11991,3674,0.0
3283,2136,11991,10006,0.0
3284,1737,11991,8167,0.0
3285,11687,11991,8776,0.0
3286,11781,11991,9852,0.0
3287,10608,11991,2224,0.0
3288,8570,11991,8963,0.0
3289,5892,11991,7758,0.0
3290,5924,11991,5898,0.0
3291,6848,11991,5600,0.0
3292,6953,11991,3182,0.0
3293,11287,11991,7626,0.0
3294,8164,11991,11005,0.0
3295,6226,11991,4406,0.0
3296,6259,11991,6585,0.0
3297,10855,11991,1525,0.0
3298,6479,11991,3199,0.0
3299,3244,11991,9404,0.0
3300,8254,11991,10238,0.0
3301,6623,11991,5098,0.0
3302,7941,11991,5091,0.0
3303,11136,11991,9792,0.0
3304,9822,11991,5154,0.0
3305,3143,11991,2616,0.0
3306,5878,11991,2720,0.0
3307,4771,11991,8027,0.0
3308,2890,11991,6741,0.0
3309,11832,11991,11447,0.0
3310,6778,11991,8225,0.0
3311,6446,11991,4901,0.0
3312,5420,11991,7052,0.0
3313,8703,11991,10476,0.0
3314,10981,11991,5946,0.0
3315,10201,11991,6891,0.0
3316,10877,11991,2922,0.0
3317,8995,11991,9272,0.0
3318,8064,11991,2065,0.0
3319,8255,11991,1510,0.0
3320,6280,11991,3661,0.0
3321,4659,11991,5392,0.0
3322,2818,11991,4192,0.0
3323,7104,11991,2897,0.0
3324,5338,11991,4456,0.0
3325,4660,11991,6106,0.0
3326,11948,11991,6550,0.0
3327,4913,11991,4852,0.0
3328,9381,11991,7898,0.0
3329,5260,11991,8041,0.0
3330,4646,11991,2060,0.0
3331,5992,11991,10567,0.0
3332,2643,11991,11806,0.0
3333,4024,11991,7064,0.0
3334,2291,11991,9146,0.0
3335,1947,11991,7788,0.0
3336,5574,11991,9390,0.0
3337,4824,11991,5805,0.0
3338,7040,11991,4080,0.0
3339,3791,11991,7138,0.0
3340,10591,11991,11208,0.0
3341,5563,11991,1736,0.0
3342,10021,11991,10934,0.0
3343,9020,11991,10135,0.0
3344,4256,11991,8281,0.0
3345,11070,11991,1698,0.0
3346,5764,11991,7309,0.0
3347,3923,11991,11484,0.0
3348,11757,11991,1925,0.0
3349,8257,11991,3199,0.0
3350,11430,11991,2436,0.0
3351,10550,11991,4860,0.0
3352,3349,11991,1502,0.0
3353,4485,11991,9357,0.0
3354,7759,11991,7947,0.0
3355,3683,11991,4502,0.0
3356,10590,11991,3447,0.0
3357,6548,11991,4565,0.0
3358,10652,11991,3337,0.0
3359,3655,11991,11388,0.0
3360,10437,11991,5229,0.0
3361,9203,11991,10194,0.0
3362,2529,11991,2321,0.0
3363,6189,11991,8538,0.0
3364,11751,11991,5298,0.0
3365,4980,11991,9204,0.0
3366,3016,11991,6872,0.0
3367,3363,11991,11247,0.0
3368,5444,11991,9125,0.0
3369,10040,11991,8241,0.0
3370,10634,11991,8655,0.0
3371,11760,11991,8422,0.0
3372,10863,11991,10798,0.0
3373,11401,11991,5131,0.0
3374,10630,11991,10540,0.0
3375,7886,11991,8386,0.0
3376,8284,11991,1713,0.0
3377,9837,11991,3848,0.0
3378,2598,11991,5779,0.0
3379,3430,11991,3596,0.0
3380,11100,11991,3003,0.0
3381,3091,11991,9948,0.0
3382,5872,11991,7806,0.0
3383,5569,11991,5418,0.0
3384,8374,11991,6079,0.0
3385,7797,11991,10024,0.0
3386,10194,11991,11048,0.0
3387,9706,11991,9593,0.0
3388,8225,11991,4358,0.0
3389,5897,11991,5388,0.0
3390,9288,11991,8269,0.0
3391,1774,11991,2102,0.0
3392,10135,11991,4394,0.0
3393,8212,11991,6782,0.0
3394,6788,11991,4923,0.0
3395,11303,11991,2084,0.0
3396,7389,11991,8021,0.0
3397,10140,11991,5675,0.0
3398,6749,11991,1920,0.0
3399,7588,11991,8881,0.0
3400,7397,11991,6196,0.0
3401,8433,11991,5070,0.0
3402,8867,11991,4114,0.0
3403,7568,11991,8858,0.0
3404,4835,11991,5762,0.0
3405,10729,11991,4074,0.0
3406,11590,11991,6169,0.0
3407,11637,11991,4226,0.0
3408,9615,11991,5894,0.0
3409,4080,11991,6068,0.0
3410,4362,11991,9618,0.0
3411,2407,11991,10525,0.0
3412,1671,11991,11307,0.0
3413,11704,11991,4770,0.0
3414,4522,11991,8237,0.0
3415,5116,11991,3262,0.0
3416,6940,11991,11938,0.0
3417,3502,11991,6518,0.0
3418,11823,11991,5210,0.0
3419,8213,11991,8221,0.0
3420,4545,11991,6290,0.0
3421,3017,11991,6643,0.0
3422,7084,11991,3311,0.0
3423,6043,11991,11291,0.0
3424,7171,11991,2730,0.0
3425,2744,11991,10966,0.0
3426,3751,11991,2797,0.0
3427,2238,11991,9925,0.0
3428,2883,11991,3990,0.0
3429,9280,11991,3011,0.0
3430,4211,11991,8256,0.0
3431,7211,11991,9194,0.0
3432,11002,11991,5144,0.0
3433,9582,11991,7520,0.0
3434,11488,11991,4857,0.0
3435,7074,11991,2576,0.0
3436,4630,11991,3175,0.0
3437,5700,11991,5905,0.0
3438,9256,11991,10448,0.0
3439,10265,11991,7250,0.0
3440,6586,11991,10853,0.0
