,statement,predicted_score
4739,http://swc2019.dice-research.org/task/dataset/s-04740,0.47
4740,http://swc2019.dice-research.org/task/dataset/s-04741,0.3
4741,http://swc2019.dice-research.org/task/dataset/s-04742,0.57
4742,http://swc2019.dice-research.org/task/dataset/s-04743,0.53
4743,http://swc2019.dice-research.org/task/dataset/s-04744,0.56
4744,http://swc2019.dice-research.org/task/dataset/s-04745,0.3
4745,http://swc2019.dice-research.org/task/dataset/s-04746,0.35
4746,http://swc2019.dice-research.org/task/dataset/s-04747,0.35
4747,http://swc2019.dice-research.org/task/dataset/s-04748,0.51
4748,http://swc2019.dice-research.org/task/dataset/s-04749,0.4
4749,http://swc2019.dice-research.org/task/dataset/s-04750,0.36
4750,http://swc2019.dice-research.org/task/dataset/s-04751,0.58
4751,http://swc2019.dice-research.org/task/dataset/s-04752,0.54
4752,http://swc2019.dice-research.org/task/dataset/s-04753,0.48
4753,http://swc2019.dice-research.org/task/dataset/s-04754,0.22
4754,http://swc2019.dice-research.org/task/dataset/s-04755,0.54
4755,http://swc2019.dice-research.org/task/dataset/s-04756,0.31
4756,http://swc2019.dice-research.org/task/dataset/s-04757,0.46
4757,http://swc2019.dice-research.org/task/dataset/s-04758,0.44
4758,http://swc2019.dice-research.org/task/dataset/s-04759,0.29
4759,http://swc2019.dice-research.org/task/dataset/s-04760,0.6
4760,http://swc2019.dice-research.org/task/dataset/s-04761,0.35
4761,http://swc2019.dice-research.org/task/dataset/s-04762,0.53
4762,http://swc2019.dice-research.org/task/dataset/s-04763,0.51
4763,http://swc2019.dice-research.org/task/dataset/s-04764,0.54
4764,http://swc2019.dice-research.org/task/dataset/s-04765,0.52
4765,http://swc2019.dice-research.org/task/dataset/s-04766,0.33
4766,http://swc2019.dice-research.org/task/dataset/s-04767,0.39
4767,http://swc2019.dice-research.org/task/dataset/s-04768,0.46
4768,http://swc2019.dice-research.org/task/dataset/s-04769,0.5
4769,http://swc2019.dice-research.org/task/dataset/s-04770,0.58
4770,http://swc2019.dice-research.org/task/dataset/s-04771,0.48
4771,http://swc2019.dice-research.org/task/dataset/s-04772,0.49
4772,http://swc2019.dice-research.org/task/dataset/s-04773,0.5
4773,http://swc2019.dice-research.org/task/dataset/s-04774,0.52
4774,http://swc2019.dice-research.org/task/dataset/s-04775,0.46
4775,http://swc2019.dice-research.org/task/dataset/s-04776,0.47
4776,http://swc2019.dice-research.org/task/dataset/s-04777,0.29
4777,http://swc2019.dice-research.org/task/dataset/s-04778,0.6
4778,http://swc2019.dice-research.org/task/dataset/s-04779,0.55
4779,http://swc2019.dice-research.org/task/dataset/s-04780,0.38
4780,http://swc2019.dice-research.org/task/dataset/s-04781,0.49
4781,http://swc2019.dice-research.org/task/dataset/s-04782,0.38
4782,http://swc2019.dice-research.org/task/dataset/s-04783,0.54
4783,http://swc2019.dice-research.org/task/dataset/s-04784,0.63
4784,http://swc2019.dice-research.org/task/dataset/s-04785,0.52
4785,http://swc2019.dice-research.org/task/dataset/s-04786,0.58
4786,http://swc2019.dice-research.org/task/dataset/s-04787,0.51
4787,http://swc2019.dice-research.org/task/dataset/s-04788,0.29
4788,http://swc2019.dice-research.org/task/dataset/s-04789,0.28
4789,http://swc2019.dice-research.org/task/dataset/s-04790,0.51
4790,http://swc2019.dice-research.org/task/dataset/s-04791,0.61
4791,http://swc2019.dice-research.org/task/dataset/s-04792,0.52
4792,http://swc2019.dice-research.org/task/dataset/s-04793,0.71
4793,http://swc2019.dice-research.org/task/dataset/s-04794,0.27
4794,http://swc2019.dice-research.org/task/dataset/s-04795,0.45
4795,http://swc2019.dice-research.org/task/dataset/s-04796,0.47
4796,http://swc2019.dice-research.org/task/dataset/s-04797,0.48
4797,http://swc2019.dice-research.org/task/dataset/s-04798,0.48
4798,http://swc2019.dice-research.org/task/dataset/s-04799,0.53
4799,http://swc2019.dice-research.org/task/dataset/s-04800,0.56
4800,http://swc2019.dice-research.org/task/dataset/s-04801,0.42
4801,http://swc2019.dice-research.org/task/dataset/s-04802,0.49
4802,http://swc2019.dice-research.org/task/dataset/s-04803,0.53
4803,http://swc2019.dice-research.org/task/dataset/s-04804,0.29
4804,http://swc2019.dice-research.org/task/dataset/s-04805,0.49
4805,http://swc2019.dice-research.org/task/dataset/s-04806,0.52
4806,http://swc2019.dice-research.org/task/dataset/s-04807,0.27
4807,http://swc2019.dice-research.org/task/dataset/s-04808,0.56
4808,http://swc2019.dice-research.org/task/dataset/s-04809,0.48
4809,http://swc2019.dice-research.org/task/dataset/s-04810,0.52
4810,http://swc2019.dice-research.org/task/dataset/s-04811,0.48
4811,http://swc2019.dice-research.org/task/dataset/s-04812,0.54
4812,http://swc2019.dice-research.org/task/dataset/s-04813,0.38
4813,http://swc2019.dice-research.org/task/dataset/s-04814,0.47
4814,http://swc2019.dice-research.org/task/dataset/s-04815,0.5
4815,http://swc2019.dice-research.org/task/dataset/s-04816,0.5
4816,http://swc2019.dice-research.org/task/dataset/s-04817,0.57
4817,http://swc2019.dice-research.org/task/dataset/s-04818,0.4
4818,http://swc2019.dice-research.org/task/dataset/s-04819,0.39
4819,http://swc2019.dice-research.org/task/dataset/s-04820,0.45
4820,http://swc2019.dice-research.org/task/dataset/s-04821,0.56
4821,http://swc2019.dice-research.org/task/dataset/s-04822,0.56
4822,http://swc2019.dice-research.org/task/dataset/s-04823,0.33
4823,http://swc2019.dice-research.org/task/dataset/s-04824,0.34
4824,http://swc2019.dice-research.org/task/dataset/s-04825,0.33
4825,http://swc2019.dice-research.org/task/dataset/s-04826,0.56
4826,http://swc2019.dice-research.org/task/dataset/s-04827,0.5
4827,http://swc2019.dice-research.org/task/dataset/s-04828,0.54
4828,http://swc2019.dice-research.org/task/dataset/s-04829,0.39
4829,http://swc2019.dice-research.org/task/dataset/s-04830,0.56
4830,http://swc2019.dice-research.org/task/dataset/s-04831,0.42
4831,http://swc2019.dice-research.org/task/dataset/s-04832,0.29
4832,http://swc2019.dice-research.org/task/dataset/s-04833,0.32
4833,http://swc2019.dice-research.org/task/dataset/s-04834,0.56
4834,http://swc2019.dice-research.org/task/dataset/s-04835,0.49
4835,http://swc2019.dice-research.org/task/dataset/s-04836,0.3
4836,http://swc2019.dice-research.org/task/dataset/s-04837,0.56
4837,http://swc2019.dice-research.org/task/dataset/s-04838,0.48
4838,http://swc2019.dice-research.org/task/dataset/s-04839,0.38
4839,http://swc2019.dice-research.org/task/dataset/s-04840,0.25
4840,http://swc2019.dice-research.org/task/dataset/s-04841,0.55
4841,http://swc2019.dice-research.org/task/dataset/s-04842,0.55
4842,http://swc2019.dice-research.org/task/dataset/s-04843,0.54
4843,http://swc2019.dice-research.org/task/dataset/s-04844,0.22
4844,http://swc2019.dice-research.org/task/dataset/s-04845,0.52
4845,http://swc2019.dice-research.org/task/dataset/s-04846,0.76
4846,http://swc2019.dice-research.org/task/dataset/s-04847,0.53
4847,http://swc2019.dice-research.org/task/dataset/s-04848,0.63
4848,http://swc2019.dice-research.org/task/dataset/s-04849,0.37
4849,http://swc2019.dice-research.org/task/dataset/s-04850,0.27
4850,http://swc2019.dice-research.org/task/dataset/s-04851,0.31
4851,http://swc2019.dice-research.org/task/dataset/s-04852,0.27
4852,http://swc2019.dice-research.org/task/dataset/s-04853,0.5
4853,http://swc2019.dice-research.org/task/dataset/s-04854,0.36
4854,http://swc2019.dice-research.org/task/dataset/s-04855,0.67
4855,http://swc2019.dice-research.org/task/dataset/s-04856,0.34
4856,http://swc2019.dice-research.org/task/dataset/s-04857,0.58
4857,http://swc2019.dice-research.org/task/dataset/s-04858,0.5
4858,http://swc2019.dice-research.org/task/dataset/s-04859,0.57
4859,http://swc2019.dice-research.org/task/dataset/s-04860,0.35
4860,http://swc2019.dice-research.org/task/dataset/s-04861,0.32
4861,http://swc2019.dice-research.org/task/dataset/s-04862,0.61
4862,http://swc2019.dice-research.org/task/dataset/s-04863,0.27
4863,http://swc2019.dice-research.org/task/dataset/s-04864,0.53
4864,http://swc2019.dice-research.org/task/dataset/s-04865,0.46
4865,http://swc2019.dice-research.org/task/dataset/s-04866,0.53
4866,http://swc2019.dice-research.org/task/dataset/s-04867,0.5
4867,http://swc2019.dice-research.org/task/dataset/s-04868,0.29
4868,http://swc2019.dice-research.org/task/dataset/s-04869,0.29
4869,http://swc2019.dice-research.org/task/dataset/s-04870,0.38
4870,http://swc2019.dice-research.org/task/dataset/s-04871,0.24
4871,http://swc2019.dice-research.org/task/dataset/s-04872,0.46
4872,http://swc2019.dice-research.org/task/dataset/s-04873,0.53
4873,http://swc2019.dice-research.org/task/dataset/s-04874,0.51
4874,http://swc2019.dice-research.org/task/dataset/s-04875,0.51
4875,http://swc2019.dice-research.org/task/dataset/s-04876,0.48
4876,http://swc2019.dice-research.org/task/dataset/s-04877,0.42
4877,http://swc2019.dice-research.org/task/dataset/s-04878,0.46
4878,http://swc2019.dice-research.org/task/dataset/s-04879,0.61
4879,http://swc2019.dice-research.org/task/dataset/s-04880,0.43
4880,http://swc2019.dice-research.org/task/dataset/s-04881,0.46
4881,http://swc2019.dice-research.org/task/dataset/s-04882,0.33
4882,http://swc2019.dice-research.org/task/dataset/s-04883,0.51
4883,http://swc2019.dice-research.org/task/dataset/s-04884,0.42
4884,http://swc2019.dice-research.org/task/dataset/s-04885,0.51
4885,http://swc2019.dice-research.org/task/dataset/s-04886,0.54
4886,http://swc2019.dice-research.org/task/dataset/s-04887,0.57
4887,http://swc2019.dice-research.org/task/dataset/s-04888,0.25
4888,http://swc2019.dice-research.org/task/dataset/s-04889,0.53
4889,http://swc2019.dice-research.org/task/dataset/s-04890,0.55
4890,http://swc2019.dice-research.org/task/dataset/s-04891,0.49
4891,http://swc2019.dice-research.org/task/dataset/s-04892,0.54
4892,http://swc2019.dice-research.org/task/dataset/s-04893,0.35
4893,http://swc2019.dice-research.org/task/dataset/s-04894,0.53
4894,http://swc2019.dice-research.org/task/dataset/s-04895,0.47
4895,http://swc2019.dice-research.org/task/dataset/s-04896,0.3
4896,http://swc2019.dice-research.org/task/dataset/s-04897,0.45
4897,http://swc2019.dice-research.org/task/dataset/s-04898,0.6
4898,http://swc2019.dice-research.org/task/dataset/s-04899,0.32
4899,http://swc2019.dice-research.org/task/dataset/s-04900,0.27
4900,http://swc2019.dice-research.org/task/dataset/s-04901,0.35
4901,http://swc2019.dice-research.org/task/dataset/s-04902,0.57
4902,http://swc2019.dice-research.org/task/dataset/s-04903,0.31
4903,http://swc2019.dice-research.org/task/dataset/s-04904,0.45
4904,http://swc2019.dice-research.org/task/dataset/s-04905,0.53
4905,http://swc2019.dice-research.org/task/dataset/s-04906,0.45
4906,http://swc2019.dice-research.org/task/dataset/s-04907,0.46
4907,http://swc2019.dice-research.org/task/dataset/s-04908,0.46
4908,http://swc2019.dice-research.org/task/dataset/s-04909,0.53
4909,http://swc2019.dice-research.org/task/dataset/s-04910,0.4
4910,http://swc2019.dice-research.org/task/dataset/s-04911,0.48
4911,http://swc2019.dice-research.org/task/dataset/s-04912,0.34
4912,http://swc2019.dice-research.org/task/dataset/s-04913,0.39
4913,http://swc2019.dice-research.org/task/dataset/s-04914,0.51
4914,http://swc2019.dice-research.org/task/dataset/s-04915,0.3
4915,http://swc2019.dice-research.org/task/dataset/s-04916,0.54
4916,http://swc2019.dice-research.org/task/dataset/s-04917,0.54
4917,http://swc2019.dice-research.org/task/dataset/s-04918,0.51
4918,http://swc2019.dice-research.org/task/dataset/s-04919,0.52
4919,http://swc2019.dice-research.org/task/dataset/s-04920,0.3
4920,http://swc2019.dice-research.org/task/dataset/s-04921,0.5
4921,http://swc2019.dice-research.org/task/dataset/s-04922,0.49
4922,http://swc2019.dice-research.org/task/dataset/s-04923,0.61
4923,http://swc2019.dice-research.org/task/dataset/s-04924,0.64
4924,http://swc2019.dice-research.org/task/dataset/s-04925,0.3
4925,http://swc2019.dice-research.org/task/dataset/s-04926,0.56
4926,http://swc2019.dice-research.org/task/dataset/s-04927,0.51
4927,http://swc2019.dice-research.org/task/dataset/s-04928,0.51
4928,http://swc2019.dice-research.org/task/dataset/s-04929,0.34
4929,http://swc2019.dice-research.org/task/dataset/s-04930,0.33
4930,http://swc2019.dice-research.org/task/dataset/s-04931,0.24
4931,http://swc2019.dice-research.org/task/dataset/s-04932,0.57
4932,http://swc2019.dice-research.org/task/dataset/s-04933,0.53
4933,http://swc2019.dice-research.org/task/dataset/s-04934,0.42
4934,http://swc2019.dice-research.org/task/dataset/s-04935,0.44
4935,http://swc2019.dice-research.org/task/dataset/s-04936,0.53
4936,http://swc2019.dice-research.org/task/dataset/s-04937,0.66
4937,http://swc2019.dice-research.org/task/dataset/s-04938,0.49
4938,http://swc2019.dice-research.org/task/dataset/s-04939,0.27
4939,http://swc2019.dice-research.org/task/dataset/s-04940,0.58
4940,http://swc2019.dice-research.org/task/dataset/s-04941,0.51
4941,http://swc2019.dice-research.org/task/dataset/s-04942,0.61
4942,http://swc2019.dice-research.org/task/dataset/s-04943,0.48
4943,http://swc2019.dice-research.org/task/dataset/s-04944,0.47
4944,http://swc2019.dice-research.org/task/dataset/s-04945,0.3
4945,http://swc2019.dice-research.org/task/dataset/s-04946,0.52
4946,http://swc2019.dice-research.org/task/dataset/s-04947,0.79
4947,http://swc2019.dice-research.org/task/dataset/s-04948,0.5
4948,http://swc2019.dice-research.org/task/dataset/s-04949,0.28
4949,http://swc2019.dice-research.org/task/dataset/s-04950,0.53
4950,http://swc2019.dice-research.org/task/dataset/s-04951,0.33
4951,http://swc2019.dice-research.org/task/dataset/s-04952,0.68
4952,http://swc2019.dice-research.org/task/dataset/s-04953,0.53
4953,http://swc2019.dice-research.org/task/dataset/s-04954,0.44
4954,http://swc2019.dice-research.org/task/dataset/s-04955,0.3
4955,http://swc2019.dice-research.org/task/dataset/s-04956,0.33
4956,http://swc2019.dice-research.org/task/dataset/s-04957,0.35
4957,http://swc2019.dice-research.org/task/dataset/s-04958,0.39
4958,http://swc2019.dice-research.org/task/dataset/s-04959,0.53
4959,http://swc2019.dice-research.org/task/dataset/s-04960,0.37
4960,http://swc2019.dice-research.org/task/dataset/s-04961,0.53
4961,http://swc2019.dice-research.org/task/dataset/s-04962,0.45
4962,http://swc2019.dice-research.org/task/dataset/s-04963,0.61
4963,http://swc2019.dice-research.org/task/dataset/s-04964,0.27
4964,http://swc2019.dice-research.org/task/dataset/s-04965,0.51
4965,http://swc2019.dice-research.org/task/dataset/s-04966,0.36
4966,http://swc2019.dice-research.org/task/dataset/s-04967,0.3
4967,http://swc2019.dice-research.org/task/dataset/s-04968,0.57
4968,http://swc2019.dice-research.org/task/dataset/s-04969,0.26
4969,http://swc2019.dice-research.org/task/dataset/s-04970,0.58
4970,http://swc2019.dice-research.org/task/dataset/s-04971,0.47
4971,http://swc2019.dice-research.org/task/dataset/s-04972,0.34
4972,http://swc2019.dice-research.org/task/dataset/s-04973,0.49
4973,http://swc2019.dice-research.org/task/dataset/s-04974,0.52
4974,http://swc2019.dice-research.org/task/dataset/s-04975,0.74
4975,http://swc2019.dice-research.org/task/dataset/s-04976,0.52
4976,http://swc2019.dice-research.org/task/dataset/s-04977,0.35
4977,http://swc2019.dice-research.org/task/dataset/s-04978,0.3
4978,http://swc2019.dice-research.org/task/dataset/s-04979,0.54
4979,http://swc2019.dice-research.org/task/dataset/s-04980,0.47
4980,http://swc2019.dice-research.org/task/dataset/s-04981,0.62
4981,http://swc2019.dice-research.org/task/dataset/s-04982,0.75
4982,http://swc2019.dice-research.org/task/dataset/s-04983,0.49
4983,http://swc2019.dice-research.org/task/dataset/s-04984,0.26
4984,http://swc2019.dice-research.org/task/dataset/s-04985,0.6
4985,http://swc2019.dice-research.org/task/dataset/s-04986,0.88
4986,http://swc2019.dice-research.org/task/dataset/s-04987,0.52
4987,http://swc2019.dice-research.org/task/dataset/s-04988,0.25
4988,http://swc2019.dice-research.org/task/dataset/s-04989,0.27
4989,http://swc2019.dice-research.org/task/dataset/s-04990,0.53
4990,http://swc2019.dice-research.org/task/dataset/s-04991,0.26
4991,http://swc2019.dice-research.org/task/dataset/s-04992,0.41
4992,http://swc2019.dice-research.org/task/dataset/s-04993,0.45
4993,http://swc2019.dice-research.org/task/dataset/s-04994,0.52
4994,http://swc2019.dice-research.org/task/dataset/s-04995,0.28
4995,http://swc2019.dice-research.org/task/dataset/s-04996,0.49
4996,http://swc2019.dice-research.org/task/dataset/s-04997,0.5
4997,http://swc2019.dice-research.org/task/dataset/s-04998,0.27
4998,http://swc2019.dice-research.org/task/dataset/s-04999,0.52
4999,http://swc2019.dice-research.org/task/dataset/s-05000,0.4
5000,http://swc2019.dice-research.org/task/dataset/s-05001,0.42
5001,http://swc2019.dice-research.org/task/dataset/s-05002,0.5
5002,http://swc2019.dice-research.org/task/dataset/s-05003,0.39
5003,http://swc2019.dice-research.org/task/dataset/s-05004,0.87
5004,http://swc2019.dice-research.org/task/dataset/s-05005,0.51
5005,http://swc2019.dice-research.org/task/dataset/s-05006,0.57
5006,http://swc2019.dice-research.org/task/dataset/s-05007,0.8
5007,http://swc2019.dice-research.org/task/dataset/s-05008,0.89
5008,http://swc2019.dice-research.org/task/dataset/s-05009,0.67
5009,http://swc2019.dice-research.org/task/dataset/s-05010,0.84
5010,http://swc2019.dice-research.org/task/dataset/s-05011,0.45
5011,http://swc2019.dice-research.org/task/dataset/s-05012,0.55
5012,http://swc2019.dice-research.org/task/dataset/s-05013,0.59
5013,http://swc2019.dice-research.org/task/dataset/s-05014,0.58
5014,http://swc2019.dice-research.org/task/dataset/s-05015,0.5
5015,http://swc2019.dice-research.org/task/dataset/s-05016,0.55
5016,http://swc2019.dice-research.org/task/dataset/s-05017,0.47
5017,http://swc2019.dice-research.org/task/dataset/s-05018,0.48
5018,http://swc2019.dice-research.org/task/dataset/s-05019,0.6
5019,http://swc2019.dice-research.org/task/dataset/s-05020,0.9
5020,http://swc2019.dice-research.org/task/dataset/s-05021,0.81
5021,http://swc2019.dice-research.org/task/dataset/s-05022,0.58
5022,http://swc2019.dice-research.org/task/dataset/s-05023,0.4
5023,http://swc2019.dice-research.org/task/dataset/s-05024,0.33
5024,http://swc2019.dice-research.org/task/dataset/s-05025,0.62
5025,http://swc2019.dice-research.org/task/dataset/s-05026,0.78
5026,http://swc2019.dice-research.org/task/dataset/s-05027,0.62
5027,http://swc2019.dice-research.org/task/dataset/s-05028,0.49
5028,http://swc2019.dice-research.org/task/dataset/s-05029,0.9
5029,http://swc2019.dice-research.org/task/dataset/s-05030,0.5
5030,http://swc2019.dice-research.org/task/dataset/s-05031,0.32
5031,http://swc2019.dice-research.org/task/dataset/s-05032,0.37
5032,http://swc2019.dice-research.org/task/dataset/s-05033,0.51
5033,http://swc2019.dice-research.org/task/dataset/s-05034,0.5
5034,http://swc2019.dice-research.org/task/dataset/s-05035,0.73
5035,http://swc2019.dice-research.org/task/dataset/s-05036,0.52
5036,http://swc2019.dice-research.org/task/dataset/s-05037,0.37
5037,http://swc2019.dice-research.org/task/dataset/s-05038,0.79
5038,http://swc2019.dice-research.org/task/dataset/s-05039,0.52
5039,http://swc2019.dice-research.org/task/dataset/s-05040,0.47
5040,http://swc2019.dice-research.org/task/dataset/s-05041,0.55
5041,http://swc2019.dice-research.org/task/dataset/s-05042,0.59
5042,http://swc2019.dice-research.org/task/dataset/s-05043,0.62
5043,http://swc2019.dice-research.org/task/dataset/s-05044,0.46
5044,http://swc2019.dice-research.org/task/dataset/s-05045,0.6
5045,http://swc2019.dice-research.org/task/dataset/s-05046,0.36
5046,http://swc2019.dice-research.org/task/dataset/s-05047,0.44
5047,http://swc2019.dice-research.org/task/dataset/s-05048,0.5
5048,http://swc2019.dice-research.org/task/dataset/s-05049,0.58
5049,http://swc2019.dice-research.org/task/dataset/s-05050,0.58
5050,http://swc2019.dice-research.org/task/dataset/s-05051,0.76
5051,http://swc2019.dice-research.org/task/dataset/s-05052,0.78
5052,http://swc2019.dice-research.org/task/dataset/s-05053,0.6
5053,http://swc2019.dice-research.org/task/dataset/s-05054,0.75
5054,http://swc2019.dice-research.org/task/dataset/s-05055,0.32
5055,http://swc2019.dice-research.org/task/dataset/s-05056,0.5
5056,http://swc2019.dice-research.org/task/dataset/s-05057,0.8
5057,http://swc2019.dice-research.org/task/dataset/s-05058,0.9
5058,http://swc2019.dice-research.org/task/dataset/s-05059,0.4
5059,http://swc2019.dice-research.org/task/dataset/s-05060,0.56
5060,http://swc2019.dice-research.org/task/dataset/s-05061,0.39
5061,http://swc2019.dice-research.org/task/dataset/s-05062,0.58
5062,http://swc2019.dice-research.org/task/dataset/s-05063,0.32
5063,http://swc2019.dice-research.org/task/dataset/s-05064,0.46
5064,http://swc2019.dice-research.org/task/dataset/s-05065,0.89
5065,http://swc2019.dice-research.org/task/dataset/s-05066,0.68
5066,http://swc2019.dice-research.org/task/dataset/s-05067,0.57
5067,http://swc2019.dice-research.org/task/dataset/s-05068,0.42
5068,http://swc2019.dice-research.org/task/dataset/s-05069,0.81
5069,http://swc2019.dice-research.org/task/dataset/s-05070,0.59
5070,http://swc2019.dice-research.org/task/dataset/s-05071,0.57
5071,http://swc2019.dice-research.org/task/dataset/s-05072,0.61
5072,http://swc2019.dice-research.org/task/dataset/s-05073,0.61
5073,http://swc2019.dice-research.org/task/dataset/s-05074,0.81
5074,http://swc2019.dice-research.org/task/dataset/s-05075,0.5
5075,http://swc2019.dice-research.org/task/dataset/s-05076,0.62
5076,http://swc2019.dice-research.org/task/dataset/s-05077,0.4
5077,http://swc2019.dice-research.org/task/dataset/s-05078,0.82
5078,http://swc2019.dice-research.org/task/dataset/s-05079,0.68
5079,http://swc2019.dice-research.org/task/dataset/s-05080,0.47
5080,http://swc2019.dice-research.org/task/dataset/s-05081,0.6
5081,http://swc2019.dice-research.org/task/dataset/s-05082,0.53
5082,http://swc2019.dice-research.org/task/dataset/s-05083,0.48
5083,http://swc2019.dice-research.org/task/dataset/s-05084,0.5
5084,http://swc2019.dice-research.org/task/dataset/s-05085,0.53
5085,http://swc2019.dice-research.org/task/dataset/s-05086,0.54
5086,http://swc2019.dice-research.org/task/dataset/s-05087,0.61
5087,http://swc2019.dice-research.org/task/dataset/s-05088,0.82
5088,http://swc2019.dice-research.org/task/dataset/s-05089,0.59
5089,http://swc2019.dice-research.org/task/dataset/s-05090,0.58
5090,http://swc2019.dice-research.org/task/dataset/s-05091,0.51
5091,http://swc2019.dice-research.org/task/dataset/s-05092,0.57
5092,http://swc2019.dice-research.org/task/dataset/s-05093,0.3
5093,http://swc2019.dice-research.org/task/dataset/s-05094,0.88
5094,http://swc2019.dice-research.org/task/dataset/s-05095,0.88
5095,http://swc2019.dice-research.org/task/dataset/s-05096,0.79
5096,http://swc2019.dice-research.org/task/dataset/s-05097,0.57
5097,http://swc2019.dice-research.org/task/dataset/s-05098,0.57
5098,http://swc2019.dice-research.org/task/dataset/s-05099,0.82
5099,http://swc2019.dice-research.org/task/dataset/s-05100,0.83
5100,http://swc2019.dice-research.org/task/dataset/s-05101,0.65
5101,http://swc2019.dice-research.org/task/dataset/s-05102,0.44
5102,http://swc2019.dice-research.org/task/dataset/s-05103,0.9
5103,http://swc2019.dice-research.org/task/dataset/s-05104,0.31
5104,http://swc2019.dice-research.org/task/dataset/s-05105,0.61
5105,http://swc2019.dice-research.org/task/dataset/s-05106,0.56
5106,http://swc2019.dice-research.org/task/dataset/s-05107,0.28
5107,http://swc2019.dice-research.org/task/dataset/s-05108,0.77
5108,http://swc2019.dice-research.org/task/dataset/s-05109,0.78
5109,http://swc2019.dice-research.org/task/dataset/s-05110,0.61
5110,http://swc2019.dice-research.org/task/dataset/s-05111,0.61
5111,http://swc2019.dice-research.org/task/dataset/s-05112,0.51
5112,http://swc2019.dice-research.org/task/dataset/s-05113,0.54
5113,http://swc2019.dice-research.org/task/dataset/s-05114,0.61
5114,http://swc2019.dice-research.org/task/dataset/s-05115,0.6
5115,http://swc2019.dice-research.org/task/dataset/s-05116,0.48
5116,http://swc2019.dice-research.org/task/dataset/s-05117,0.83
5117,http://swc2019.dice-research.org/task/dataset/s-05118,0.58
5118,http://swc2019.dice-research.org/task/dataset/s-05119,0.89
5119,http://swc2019.dice-research.org/task/dataset/s-05120,0.63
5120,http://swc2019.dice-research.org/task/dataset/s-05121,0.44
5121,http://swc2019.dice-research.org/task/dataset/s-05122,0.5
5122,http://swc2019.dice-research.org/task/dataset/s-05123,0.64
5123,http://swc2019.dice-research.org/task/dataset/s-05124,0.84
5124,http://swc2019.dice-research.org/task/dataset/s-05125,0.62
5125,http://swc2019.dice-research.org/task/dataset/s-05126,0.59
5126,http://swc2019.dice-research.org/task/dataset/s-05127,0.5
5127,http://swc2019.dice-research.org/task/dataset/s-05128,0.89
5128,http://swc2019.dice-research.org/task/dataset/s-05129,0.59
5129,http://swc2019.dice-research.org/task/dataset/s-05130,0.49
5130,http://swc2019.dice-research.org/task/dataset/s-05131,0.49
5131,http://swc2019.dice-research.org/task/dataset/s-05132,0.56
5132,http://swc2019.dice-research.org/task/dataset/s-05133,0.52
5133,http://swc2019.dice-research.org/task/dataset/s-05134,0.6
5134,http://swc2019.dice-research.org/task/dataset/s-05135,0.63
5135,http://swc2019.dice-research.org/task/dataset/s-05136,0.61
5136,http://swc2019.dice-research.org/task/dataset/s-05137,0.4
5137,http://swc2019.dice-research.org/task/dataset/s-05138,0.51
5138,http://swc2019.dice-research.org/task/dataset/s-05139,0.6
5139,http://swc2019.dice-research.org/task/dataset/s-05140,0.55
5140,http://swc2019.dice-research.org/task/dataset/s-05141,0.4
5141,http://swc2019.dice-research.org/task/dataset/s-05142,0.58
5142,http://swc2019.dice-research.org/task/dataset/s-05143,0.83
5143,http://swc2019.dice-research.org/task/dataset/s-05144,0.52
5144,http://swc2019.dice-research.org/task/dataset/s-05145,0.77
5145,http://swc2019.dice-research.org/task/dataset/s-05146,0.58
5146,http://swc2019.dice-research.org/task/dataset/s-05147,0.4
5147,http://swc2019.dice-research.org/task/dataset/s-05148,0.47
5148,http://swc2019.dice-research.org/task/dataset/s-05149,0.53
5149,http://swc2019.dice-research.org/task/dataset/s-05150,0.3
5150,http://swc2019.dice-research.org/task/dataset/s-05151,0.52
5151,http://swc2019.dice-research.org/task/dataset/s-05152,0.5
5152,http://swc2019.dice-research.org/task/dataset/s-05153,0.62
5153,http://swc2019.dice-research.org/task/dataset/s-05154,0.84
5154,http://swc2019.dice-research.org/task/dataset/s-05155,0.55
5155,http://swc2019.dice-research.org/task/dataset/s-05156,0.5
5156,http://swc2019.dice-research.org/task/dataset/s-05157,0.68
5157,http://swc2019.dice-research.org/task/dataset/s-05158,0.61
5158,http://swc2019.dice-research.org/task/dataset/s-05159,0.34
5159,http://swc2019.dice-research.org/task/dataset/s-05160,0.3
5160,http://swc2019.dice-research.org/task/dataset/s-05161,0.75
5161,http://swc2019.dice-research.org/task/dataset/s-05162,0.42
5162,http://swc2019.dice-research.org/task/dataset/s-05163,0.32
5163,http://swc2019.dice-research.org/task/dataset/s-05164,0.29
5164,http://swc2019.dice-research.org/task/dataset/s-05165,0.52
5165,http://swc2019.dice-research.org/task/dataset/s-05166,0.3
5166,http://swc2019.dice-research.org/task/dataset/s-05167,0.6
5167,http://swc2019.dice-research.org/task/dataset/s-05168,0.78
5168,http://swc2019.dice-research.org/task/dataset/s-05169,0.55
5169,http://swc2019.dice-research.org/task/dataset/s-05170,0.49
5170,http://swc2019.dice-research.org/task/dataset/s-05171,0.9
5171,http://swc2019.dice-research.org/task/dataset/s-05172,0.57
5172,http://swc2019.dice-research.org/task/dataset/s-05173,0.55
5173,http://swc2019.dice-research.org/task/dataset/s-05174,0.3
5174,http://swc2019.dice-research.org/task/dataset/s-05175,0.58
5175,http://swc2019.dice-research.org/task/dataset/s-05176,0.63
